driver,GP_name,driver_home,driver_conf,active_driver,best_position,driver_score,dob,date_first_race
Sergio Pérez,Miami International Autodrome,0,0.939516129032258,1,2,3.0,1990-01-26,2011-03-27
Sergio Pérez,Nürburgring,0,0.939516129032258,1,4,1.5,1990-01-26,2011-03-27
Sergio Pérez,Red Bull Ring,0,0.939516129032258,1,3,1.6666666666666667,1990-01-26,2011-03-27
Sergio Pérez,Sepang International Circuit,0,0.939516129032258,1,2,1.2142857142857144,1990-01-26,2011-03-27
Sergio Pérez,Shanghai International Circuit,0,0.939516129032258,1,8,1.0,1990-01-26,2011-03-27
Sergio Pérez,Silverstone Circuit,0,0.939516129032258,1,2,1.4166666666666667,1990-01-26,2011-03-27
Sergio Pérez,Sochi Autodrom,0,0.939516129032258,1,3,2.25,1990-01-26,2011-03-27
Sergio Pérez,Suzuka Circuit,0,0.939516129032258,1,2,1.6,1990-01-26,2011-03-27
Sergio Pérez,Valencia Street Circuit,0,0.939516129032258,1,9,1.25,1990-01-26,2011-03-27
Sergio Pérez,Yas Marina Circuit,0,0.939516129032258,1,3,1.5416666666666667,1990-01-26,2011-03-27
Valtteri Bottas,Albert Park Grand Prix Circuit,0,0.9530516431924884,1,1,2.1666666666666665,1989-08-28,2013-03-17
Valtteri Bottas,Autodromo Enzo e Dino Ferrari,0,0.9530516431924884,1,2,1.6666666666666663,1989-08-28,2013-03-17
Valtteri Bottas,Autodromo Internazionale del Mugello,0,0.9530516431924884,1,2,4.0,1989-08-28,2013-03-17
Valtteri Bottas,Autodromo Nazionale di Monza,0,0.9530516431924884,1,2,2.5,1989-08-28,2013-03-17
Valtteri Bottas,Autódromo Hermanos Rodríguez,0,0.9530516431924884,1,2,2.642857142857143,1989-08-28,2013-03-17
Valtteri Bottas,Autódromo Internacional do Algarve,0,0.9530516431924884,1,2,4.0,1989-08-28,2013-03-17
Valtteri Bottas,Autódromo José Carlos Pace,0,0.9530516431924884,1,2,1.6111111111111112,1989-08-28,2013-03-17
Valtteri Bottas,Bahrain International Circuit,0,0.9530516431924884,1,2,2.5416666666666665,1989-08-28,2013-03-17
Valtteri Bottas,Baku City Circuit,0,0.9530516431924884,1,1,2.0,1989-08-28,2013-03-17
Valtteri Bottas,Buddh International Circuit,0,0.9530516431924884,1,16,0.5,1989-08-28,2013-03-17
Valtteri Bottas,Circuit Gilles Villeneuve,0,0.9530516431924884,1,2,2.7222222222222223,1989-08-28,2013-03-17
Valtteri Bottas,Circuit Park Zandvoort,0,0.9530516431924884,1,3,1.5,1989-08-28,2013-03-17
Valtteri Bottas,Circuit Paul Ricard,0,0.9530516431924884,1,2,2.125,1989-08-28,2013-03-17
Valtteri Bottas,Circuit de Barcelona-Catalunya,0,0.9530516431924884,1,2,2.1818181818181817,1989-08-28,2013-03-17
Valtteri Bottas,Circuit de Monaco,0,0.9530516431924884,1,3,1.0000000000000002,1989-08-28,2013-03-17
Valtteri Bottas,Circuit de Spa-Francorchamps,0,0.9530516431924884,1,2,1.863636363636364,1989-08-28,2013-03-17
Valtteri Bottas,Circuit of the Americas,0,0.9530516431924884,1,1,1.7777777777777777,1989-08-28,2013-03-17
Valtteri Bottas,Hockenheimring,0,0.9530516431924884,1,2,2.25,1989-08-28,2013-03-17
Valtteri Bottas,Hungaroring,0,0.9530516431924884,1,3,1.409090909090909,1989-08-28,2013-03-17
Valtteri Bottas,Istanbul Park,0,0.9530516431924884,1,1,4.0,1989-08-28,2013-03-17
Valtteri Bottas,Jeddah Corniche Circuit,0,0.9530516431924884,1,3,1.1666666666666663,1989-08-28,2013-03-17
Valtteri Bottas,Korean International Circuit,0,0.9530516431924884,1,12,0.5,1989-08-28,2013-03-17
Valtteri Bottas,Losail International Circuit,0,0.9530516431924884,1,100,-1.0,1989-08-28,2013-03-17
Valtteri Bottas,Marina Bay Street Circuit,0,0.9530516431924884,1,3,1.3125,1989-08-28,2013-03-17
Valtteri Bottas,Miami International Autodrome,0,0.9530516431924884,1,7,1.25,1989-08-28,2013-03-17
Valtteri Bottas,Nürburgring,0,0.9530516431924884,1,16,-0.25,1989-08-28,2013-03-17
Valtteri Bottas,Red Bull Ring,0,0.9530516431924884,1,1,3.25,1989-08-28,2013-03-17
Valtteri Bottas,Sepang International Circuit,0,0.9530516431924884,1,5,1.7,1989-08-28,2013-03-17
Valtteri Bottas,Shanghai International Circuit,0,0.9530516431924884,1,2,2.3571428571428568,1989-08-28,2013-03-17
Valtteri Bottas,Silverstone Circuit,0,0.9530516431924884,1,2,2.083333333333333,1989-08-28,2013-03-17
Valtteri Bottas,Sochi Autodrom,0,0.9530516431924884,1,1,3.9375,1989-08-28,2013-03-17
Valtteri Bottas,Suzuka Circuit,0,0.9530516431924884,1,1,2.5625,1989-08-28,2013-03-17
Valtteri Bottas,Yas Marina Circuit,0,0.9530516431924884,1,1,2.2,1989-08-28,2013-03-17
Yuki Tsunoda,Albert Park Grand Prix Circuit,0,0.9285714285714286,1,10,1.25,2000-05-11,2021-03-28
Yuki Tsunoda,Autodromo Enzo e Dino Ferrari,0,0.9285714285714286,1,7,1.25,2000-05-11,2021-03-28
Yuki Tsunoda,Autodromo Nazionale di Monza,0,0.9285714285714286,1,14,-0.25,2000-05-11,2021-03-28
Yuki Tsunoda,Autódromo Hermanos Rodríguez,0,0.9285714285714286,1,100,-1.0,2000-05-11,2021-03-28
Yuki Tsunoda,Autódromo Internacional do Algarve,0,0.9285714285714286,1,15,0.5,2000-05-11,2021-03-28
Yuki Tsunoda,Autódromo José Carlos Pace,0,0.9285714285714286,1,15,0.5,2000-05-11,2021-03-28
Yuki Tsunoda,Bahrain International Circuit,0,0.9285714285714286,1,8,1.5,2000-05-11,2021-03-28
Yuki Tsunoda,Baku City Circuit,0,0.9285714285714286,1,7,1.5,2000-05-11,2021-03-28
Yuki Tsunoda,Circuit Gilles Villeneuve,0,0.9285714285714286,1,14,-0.25,2000-05-11,2021-03-28
Yuki Tsunoda,Circuit Park Zandvoort,0,0.9285714285714286,1,100,-1.0,2000-05-11,2021-03-28
Yuki Tsunoda,Circuit Paul Ricard,0,0.9285714285714286,1,13,-0.25,2000-05-11,2021-03-28
Yuki Tsunoda,Circuit de Barcelona-Catalunya,0,0.9285714285714286,1,10,0.4999999999999999,2000-05-11,2021-03-28
Yuki Tsunoda,Circuit de Monaco,0,0.9285714285714286,1,15,0.5,2000-05-11,2021-03-28
Yuki Tsunoda,Circuit de Spa-Francorchamps,0,0.9285714285714286,1,10,1.0,2000-05-11,2021-03-28
Yuki Tsunoda,Circuit of the Americas,0,0.9285714285714286,1,9,2.0,2000-05-11,2021-03-28
Yuki Tsunoda,Hungaroring,0,0.9285714285714286,1,6,1.0,2000-05-11,2021-03-28
Yuki Tsunoda,Istanbul Park,0,0.9285714285714286,1,14,0.5,2000-05-11,2021-03-28
Yuki Tsunoda,Jeddah Corniche Circuit,0,0.9285714285714286,1,11,0.0,2000-05-11,2021-03-28
Yuki Tsunoda,Losail International Circuit,0,0.9285714285714286,1,13,0.5,2000-05-11,2021-03-28
Yuki Tsunoda,Marina Bay Street Circuit,0,0.9285714285714286,1,100,-1.0,2000-05-11,2021-03-28
Yuki Tsunoda,Miami International Autodrome,0,0.9285714285714286,1,11,0.5,2000-05-11,2021-03-28
Yuki Tsunoda,Red Bull Ring,0,0.9285714285714286,1,10,0.875,2000-05-11,2021-03-28
Yuki Tsunoda,Silverstone Circuit,0,0.9285714285714286,1,10,1.0,2000-05-11,2021-03-28
Yuki Tsunoda,Sochi Autodrom,0,0.9285714285714286,1,17,0.5,2000-05-11,2021-03-28
Yuki Tsunoda,Suzuka Circuit,1,0.9285714285714286,1,13,0.5,2000-05-11,2021-03-28
Yuki Tsunoda,Yas Marina Circuit,0,0.9285714285714286,1,4,1.25,2000-05-11,2021-03-28
